# timestamp x y z qx qy qz qw
1726035543.359539 0.000000 -0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
1726035543.859539 0.000202 0.000259 0.000000 0.000000 0.000000 0.000117 1.000000
1726035544.359539 -0.000951 -0.001932 0.000000 0.000000 0.000000 0.000180 1.000000
1726035544.859539 -0.000770 -0.001877 0.000000 0.000000 0.000000 0.000323 1.000000
1726035545.359539 -0.003000 -0.001045 0.000000 0.000000 0.000000 0.000491 1.000000
1726035545.859539 -0.003047 -0.001716 0.000000 0.000000 0.000000 0.000379 1.000000
1726035546.359539 -0.004515 -0.001740 0.000000 0.000000 0.000000 0.000235 1.000000
1726035546.859539 0.031782 -0.000500 0.000000 0.000000 0.000000 0.000261 1.000000
1726035547.359539 0.106951 0.000137 0.000000 0.000000 0.000000 0.001111 0.999999
1726035547.859539 0.184233 0.000716 0.000000 0.000000 0.000000 0.001334 0.999999
1726035548.359539 0.261315 0.001361 0.000000 0.000000 0.000000 0.001200 0.999999
1726035548.859539 0.335525 0.001043 0.000000 0.000000 0.000000 0.000646 1.000000
1726035549.359539 0.410336 0.001276 0.000000 0.000000 0.000000 0.001069 0.999999
1726035549.859539 0.481812 -0.000800 0.000000 0.000000 0.000000 0.000823 1.000000
1726035550.359539 0.556826 0.000911 0.000000 0.000000 0.000000 0.000455 1.000000
1726035550.859539 0.632085 -0.000071 0.000000 0.000000 0.000000 0.001439 0.999999
1726035551.359539 0.706119 0.001261 0.000000 0.000000 0.000000 0.000765 1.000000
1726035551.859539 0.781385 -0.000388 0.000000 0.000000 0.000000 0.000760 1.000000
1726035552.359539 0.857830 0.000082 0.000000 0.000000 0.000000 0.001390 0.999999
1726035552.859539 0.932067 0.001386 0.000000 0.000000 0.000000 0.002526 0.999997
1726035553.359539 1.006766 -0.000041 0.000000 0.000000 0.000000 0.004031 0.999992
1726035553.859539 1.080124 0.001020 0.000000 0.000000 0.000000 0.002212 0.999998
1726035554.359539 1.155160 0.002145 0.000000 0.000000 0.000000 0.002053 0.999998
1726035554.859539 1.225015 0.004506 0.000000 0.000000 0.000000 0.002068 0.999998
1726035555.359539 1.299890 0.003564 0.000000 0.000000 0.000000 0.001841 0.999998
1726035555.859539 1.376889 0.003648 0.000000 0.000000 0.000000 0.000835 1.000000
1726035556.359539 1.452064 0.002536 0.000000 0.000000 0.000000 0.000639 1.000000
1726035556.859539 1.527126 0.003560 0.000000 0.000000 0.000000 0.000829 1.000000
1726035557.359539 1.602773 0.004677 0.000000 0.000000 0.000000 0.000662 1.000000
1726035557.859539 1.677297 0.005111 0.000000 0.000000 0.000000 0.000865 1.000000
1726035558.359539 1.754881 0.006959 0.000000 0.000000 0.000000 0.002095 0.999998
1726035558.859539 1.828697 0.007758 0.000000 0.000000 0.000000 0.002360 0.999997
1726035559.359539 1.900914 0.005205 0.000000 0.000000 0.000000 0.003742 0.999993
1726035559.859539 1.975700 0.005495 0.000000 0.000000 0.000000 0.003626 0.999993
1726035560.359539 2.049888 0.006407 0.000000 0.000000 0.000000 0.003732 0.999993
1726035560.859539 2.127079 0.007054 0.000000 0.000000 0.000000 0.004590 0.999989
1726035561.359539 2.199494 0.007280 0.000000 0.000000 0.000000 0.004731 0.999989
1726035561.859539 2.273209 0.007803 0.000000 0.000000 0.000000 0.004330 0.999991
1726035562.359539 2.348659 0.008845 0.000000 0.000000 0.000000 0.004139 0.999991
1726035562.859539 2.424832 0.010382 0.000000 0.000000 0.000000 0.003969 0.999992
1726035563.359539 2.497916 0.009764 0.000000 0.000000 0.000000 0.003856 0.999993
1726035563.859539 2.569766 0.009757 0.000000 0.000000 0.000000 0.003441 0.999994
1726035564.359539 2.644640 0.010693 0.000000 0.000000 0.000000 0.003164 0.999995
1726035564.859539 2.714379 0.011266 0.000000 0.000000 0.000000 0.005031 0.999987
1726035565.359539 2.789114 0.009872 0.000000 0.000000 0.000000 0.011857 0.999930
1726035565.859539 2.864315 0.012298 0.000000 0.000000 0.000000 0.019804 0.999804
1726035566.359539 2.938238 0.015518 0.000000 0.000000 0.000000 0.026095 0.999659
1726035566.859539 3.012656 0.018310 0.000000 0.000000 0.000000 0.029387 0.999568
1726035567.359539 3.087376 0.022161 0.000000 0.000000 0.000000 0.030591 0.999532
1726035567.859539 3.162008 0.028927 0.000000 0.000000 0.000000 0.034442 0.999407
1726035568.359539 3.235249 0.033291 0.000000 0.000000 0.000000 0.038340 0.999265
1726035568.859539 3.308600 0.039197 0.000000 0.000000 0.000000 0.039238 0.999230
1726035569.359539 3.383343 0.044570 0.000000 0.000000 0.000000 0.039703 0.999212
1726035569.859539 3.457585 0.050264 0.000000 0.000000 0.000000 0.040988 0.999160
1726035570.359539 3.532650 0.054804 0.000000 0.000000 0.000000 0.047948 0.998850
